iter	Logloss
511	0.3745561773
512	0.3742555379
513	0.3740181045
514	0.3735402937
515	0.3732005935
516	0.3730244321
517	0.3728249958
518	0.3722856878
519	0.3721482513
520	0.3718321706
521	0.3714849223
522	0.3712419411
523	0.3709539075
524	0.3707325832
525	0.3703359618
526	0.3701200535
527	0.3700172455
528	0.3696200539
529	0.3693005613
530	0.3690518621
531	0.368633558
532	0.3683874609
533	0.3680750662
534	0.3679275592
535	0.3676386597
536	0.3672461255
537	0.3670728597
538	0.3667833111
539	0.3664355072
540	0.366071876
541	0.3659158208
542	0.3656367528
543	0.3653986592
544	0.3652499289
545	0.3650779045
546	0.3647923584
547	0.3645649531
548	0.3643198711
549	0.364079567
550	0.3638550538
551	0.3636834552
552	0.3634855585
553	0.3634312441
554	0.3631461537
555	0.362870657
556	0.3625979273
557	0.3625264784
558	0.3622712647
559	0.3619864685
560	0.3616619696
561	0.361414637
562	0.3611450718
563	0.3607186095
564	0.3605224545
565	0.3601285949
566	0.3597374737
567	0.3594222961
568	0.3592162167
569	0.3590162217
570	0.3586702225
571	0.358436687
572	0.3582012237
573	0.3578460379
574	0.3576470881
575	0.3572335343
576	0.3569698427
577	0.3567549441
578	0.3564468442
579	0.3561814826
580	0.3559867601
581	0.3557113143
582	0.3554814179
583	0.3551493426
584	0.3548603124
585	0.354439648
586	0.3542038189
587	0.3540078706
588	0.3537936713
589	0.353486716
590	0.3531564321
591	0.3530013541
592	0.3528246414
593	0.3525578458
594	0.3524376152
595	0.352174166
596	0.3519157151
597	0.3516870434
598	0.3514513898
599	0.3511295309
600	0.3509518126
601	0.3507738096
602	0.3505078857
603	0.3503709951
604	0.3501853148
605	0.3499245457
606	0.3496167444
607	0.3493597493
608	0.3491484869
609	0.34892334
610	0.3488143533
611	0.3485572003
612	0.3484870401
613	0.3482654614
614	0.3480300294
615	0.3477736801
616	0.34757468
617	0.3473364475
618	0.3472062456
619	0.3470226565
620	0.3466425229
621	0.3463386777
622	0.3461444581
623	0.3457819089
624	0.3455705916
625	0.3453351772
626	0.3449607504
627	0.344657118
628	0.3443172862
629	0.344019884
630	0.3437033375
631	0.3435049378
632	0.3431502635
633	0.342998063
634	0.3426633536
635	0.3424735663
636	0.3420701365
637	0.341958459
638	0.3417689274
639	0.3416084701
640	0.3413171631
641	0.3411088026
642	0.3408340981
643	0.3405933276
644	0.3403436945
645	0.3400622582
646	0.3399331645
647	0.3396965763
648	0.3394727949
649	0.3392312498
650	0.3389780792
651	0.338713783
652	0.3385258428
653	0.3383916329
654	0.3382579445
655	0.3379685069
656	0.3377817199
657	0.337485494
658	0.337261764
659	0.3370271373
660	0.3367317829
661	0.3365280724
662	0.3362764536
663	0.335962771
664	0.3356633993
665	0.3354726826
666	0.3352468108
667	0.3350537927
668	0.334855725
669	0.3346282447
670	0.3344209774
671	0.3342992027
672	0.3340097202
673	0.3337395062
674	0.3334649319
675	0.3333389585
676	0.3331842496
677	0.3329930723
678	0.3327396315
679	0.332616397
680	0.3324288793
681	0.3322521022
682	0.3319652315
683	0.3317132894
684	0.3315179258
685	0.331171307
686	0.3310171916
687	0.3307309501
688	0.3305008697
689	0.3301940711
690	0.3299782939
691	0.329832964
692	0.3296821322
693	0.3293764022
694	0.3291432326
695	0.3287806832
696	0.3286990521
697	0.3285272292
698	0.3283743696
699	0.3281311683
